0.131937	290	8	12	80	0d	80	14	00	0e	00
0.134567	180	6	a0	c3	ff	e8	74	00
0.140546	110	8	02	20	18	13	00	18	13	00
0.140780	120	8	00	32	53	28	16	4e	70	00
0.141445	140	8	81	03	20	fc	df	00	00	00
0.141676	280	8	03	98	03	95	03	93	03	96
0.141866	383	5	2c	00	00	40	ff
0.144579	180	6	a0	c9	ff	e8	7e	00
0.149913	110	8	02	20	18	13	00	17	13	00
0.150147	120	8	00	32	53	28	16	4e	70	00
0.151456	140	8	82	03	20	fc	de	00	00	00
0.151688	280	8	03	96	03	95	03	93	03	93
0.154636	180	6	a0	3f	ff	e8	88	00
0.159913	110	8	02	20	21	13	00	17	13	00
0.160146	120	8	00	32	63	28	16	4e	70	00
0.160390	1a0	8	00	0c	30	61	00	00	00	00
0.161467	140	8	83	03	20	fc	dd	00	00	00
0.161697	280	8	03	99	03	97	03	97	03	90
0.164551	180	6	a0	25	ff	e8	92	00
0.170534	110	8	02	20	0f	14	05	17	14	00
0.170766	120	8	00	32	53	2a	15	4e	70	00
0.171010	301	8	00	00	19	00	00	51	03	00
0.171456	140	8	80	03	20	fc	e0	00	00	00
0.171688	280	8	03	97	03	9b	03	94	03	92
0.174554	180	6	a0	2b	ff	e8	9c	00
0.179855	110	8	02	20	0f	14	00	17	14	00
0.180091	120	8	00	32	53	2b	15	4e	70	00
0.180331	510	8	04	7e	36	27	00	00	00	00
0.181457	140	8	81	03	20	fc	df	00	00	00
0.181687	280	8	03	97	03	99	03	91	03	93
0.184532	380	8	60	ba	5e	00	c3	fb	00	00
0.184748	180	6	a0	11	ff	e8	a6	00
0.185022	381	8	09	7f	00	a0	02	74	00	04
0.189860	110	8	02	20	17	14	00	17	14	00
0.190098	410	8	00	0d	94	39	1e	39	9c	00
0.190333	120	8	00	32	53	2c	15	4e	70	00
0.191455	140	8	82	03	20	fc	de	00	00	00
0.191685	280	8	03	97	03	95	03	95	03	96
0.194559	180	6	a0	07	ff	e8	b0	00
0.200364	110	8	02	20	08	14	00	17	14	00
0.200602	300	8	00	03	00	90	00	46	18	01
0.200837	120	8	00	32	53	2d	15	4e	70	00
0.201462	140	8	83	03	20	fc	dd	00	00	00
0.201694	280	8	03	97	03	95	03	97	03	96
0.204571	180	6	a0	0d	ff	e8	ba	00
0.209876	110	8	02	20	08	14	00	17	14	00
0.210108	120	8	00	32	53	2d	15	4e	70	00
0.210351	1a0	8	00	0c	30	61	00	00	00	00
0.211461	140	8	80	03	20	fc	e0	00	00	00
0.211696	280	8	03	98	03	96	03	98	03	92
0.214554	180	6	a0	73	ff	e8	c4	00
0.219960	110	8	02	20	11	14	00	17	14	00
0.220191	120	8	00	32	53	2d	15	4e	70	00
0.221452	140	8	81	03	20	fc	df	00	00	00
0.221681	280	8	03	96	03	96	03	95	03	93
0.224556	180	6	a0	79	ff	e8	ce	00
0.229922	110	8	02	1f	fa	14	00	17	14	00
0.230154	120	8	00	32	53	2d	15	4e	70	00
0.231450	140	8	82	03	20	fc	de	00	00	00
0.231683	280	8	03	96	03	94	03	97	03	95
0.231923	290	8	12	80	0d	80	14	00	0e	80
0.234575	180	6	a0	6f	ff	e8	d8	00
0.239935	110	8	02	1f	fa	14	00	17	14	00
0.240169	120	8	00	32	53	2d	15	4e	70	00
0.241473	140	8	83	03	20	fc	dd	00	00	00
0.241708	280	8	03	97	03	95	03	95	03	94
0.241894	383	5	2c	00	00	40	ff
0.244578	180	6	a0	55	ff	e8	e2	00
0.249953	110	8	02	20	01	14	00	17	14	00
0.250185	120	8	00	32	53	2d	15	4e	70	00
0.251461	140	8	80	03	20	fc	e0	00	00	00
0.251695	280	8	03	95	03	95	03	9f	03	95
0.254633	180	6	a0	5b	ff	e8	ec	00
0.259926	110	8	02	1f	f1	14	00	17	14	00
0.260158	120	8	00	32	43	2e	15	4e	70	00
0.260402	1a0	8	00	0c	30	61	00	00	00	00
0.261457	140	8	81	03	20	fc	df	00	00	00
0.261686	280	8	03	95	03	9b	03	98	03	98
0.264557	180	6	a0	41	ff	e8	f6	00
0.269950	110	8	02	1f	f1	14	00	18	14	00
0.270170	120	8	00	32	43	2e	15	4e	70	00
0.270407	301	8	00	00	19	00	00	51	03	00
0.271499	140	8	82	03	20	fc	de	00	00	00
0.271733	280	8	03	95	03	95	03	95	03	98
0.274597	180	6	a0	b7	ff	e8	00	00
0.279961	110	8	02	1f	fc	14	00	18	14	00
0.280192	120	8	00	32	53	2e	15	4e	70	00
0.281489	140	8	83	03	20	fc	dd	00	00	00
0.281730	280	8	03	95	03	96	03	96	03	94
0.284558	380	8	b0	ba	5e	00	c3	fb	00	00
0.284773	180	6	a0	bd	ff	e8	0a	00
0.285053	381	8	09	7f	00	a0	02	74	00	04
0.289929	110	8	02	1f	eb	14	00	18	14	00
0.290162	410	8	00	0d	8c	39	1e	3a	1a	00
0.290394	120	8	00	32	53	2e	15	4e	70	00
0.291492	140	8	80	03	20	fc	e0	00	00	00
0.291723	280	8	03	96	03	93	03	9a	03	94
0.294590	180	6	a0	a3	ff	e8	14	00
0.299866	110	8	02	1f	eb	14	00	18	14	00
0.300106	300	8	00	03	00	90	00	46	19	01
0.300337	120	8	00	32	53	2e	15	4e	70	00
0.301489	140	8	81	03	20	fc	df	00	00	00
0.301720	280	8	03	97	03	94	03	98	03	93
0.304605	180	6	a0	a9	ff	e8	1e	00
0.309890	110	8	02	1f	f7	14	00	18	14	00
0.310121	120	8	00	32	53	2e	15	4e	70	00
0.310365	1a0	8	00	0c	30	61	00	00	00	00
0.311486	140	8	82	03	20	fc	de	00	00	00
0.311719	280	8	03	95	03	94	03	96	03	91
0.311879	295	4	03	55	9e	4a
0.314605	180	6	a0	9f	ff	e8	28	00
0.319901	110	8	02	1f	e7	14	00	18	14	00
0.320136	120	8	00	32	53	2e	15	4e	70	00
0.321495	140	8	83	03	20	fc	dd	00	00	00
0.321715	280	8	03	97	03	96	03	93	03	93
0.324588	180	6	a0	85	ff	e8	32	00
0.329912	110	8	02	1f	e7	14	00	18	14	00
0.330137	120	8	00	32	53	2e	15	4e	70	00
0.331492	140	8	80	03	20	fc	e0	00	00	00
0.331714	280	8	03	96	03	95	03	94	03	90
0.331955	290	8	12	80	0e	00	14	00	0e	80
0.334618	180	6	a0	8b	ff	e8	3c	00
0.339986	110	8	02	1f	f5	14	00	19	14	00
0.340219	120	8	00	32	63	2e	15	4e	70	00
0.341474	140	8	81	03	20	fc	df	00	00	00
0.341705	280	8	03	95	03	90	03	97	03	94
0.341896	383	5	2c	00	00	40	ff
0.344612	180	6	a0	f1	ff	e8	46	00
0.349952	110	8	02	1f	e9	14	00	19	14	00
0.350187	120	8	00	32	63	2e	15	4e	70	00
0.351489	140	8	82	03	20	fc	de	00	00	00
0.351724	280	8	03	96	03	94	03	93	03	91
0.354670	180	6	a0	e7	ff	e8	50	00
0.360510	110	8	02	1f	f7	14	00	19	14	00
0.360745	120	8	00	32	63	2e	15	4e	70	00
0.360989	1a0	8	00	0c	30	61	00	00	00	00
0.361482	140	8	83	03	20	fc	dd	00	00	00
0.361718	280	8	03	96	03	95	03	91	03	93
0.364591	180	6	a0	ed	ff	e8	5a	00
0.369966	110	8	02	1f	f7	14	00	19	14	00
0.370202	120	8	00	32	63	2e	15	4e	70	00
0.370446	301	8	00	00	19	00	00	51	03	00
0.371485	140	8	80	03	20	fc	e0	00	00	00
0.371710	280	8	03	97	03	94	03	94	03	93
0.374597	180	6	a0	d3	ff	e8	64	00
0.379971	110	8	02	1f	ee	14	00	19	14	00
0.380201	120	8	00	32	73	2e	15	4e	70	00
0.381491	140	8	81	03	20	fc	df	00	00	00
0.381718	280	8	03	94	03	93	03	95	03	94
0.384564	380	8	e0	ba	5e	00	c3	fb	00	00
0.384781	180	6	a0	d9	ff	e8	6e	00
0.385054	381	8	09	7f	00	a0	02	74	00	04
0.390527	110	8	02	1f	fb	14	00	19	14	00
0.390760	410	8	00	0d	94	39	9c	3a	1a	00
0.390997	120	8	00	32	73	2e	15	4e	70	00
0.391480	140	8	82	03	20	fc	de	00	00	00
0.391715	280	8	03	94	03	94	03	94	03	8c
0.394593	180	6	a0	cf	ff	e8	78	00
0.399977	110	8	02	1f	fb	14	00	19	14	00
0.400204	300	8	00	03	00	90	00	46	1a	01
0.400434	120	8	00	32	73	2e	15	4e	70	00
0.401482	140	8	83	03	20	fc	dd	00	00	00
0.401707	280	8	03	95	03	94	03	93	03	91
0.404613	180	6	a0	35	ff	e8	82	00
0.409961	110	8	02	1f	f0	14	00	19	14	00
0.410195	120	8	00	32	83	2e	15	4e	70	00
0.410438	1a0	8	00	0c	30	61	00	00	00	00
0.411496	140	8	80	03	20	fc	e0	00	00	00
0.411724	280	8	03	94	03	94	03	90	03	8f
0.414592	180	6	a0	3b	ff	e8	8c	00
0.420414	110	8	02	1f	ff	14	00	19	14	00
0.420644	120	8	00	32	83	2e	15	4e	70	00
0.421482	140	8	81	03	20	fc	df	00	00	00
0.421709	280	8	03	94	03	94	03	91	03	8f
0.424592	180	6	a0	21	ff	e8	96	00
0.429898	110	8	02	1f	ff	14	00	19	14	00
0.430134	120	8	00	32	83	2e	15	4e	70	00
0.431477	140	8	82	03	20	fc	de	00	00	00
0.431705	280	8	03	93	03	91	03	90	03	8f
0.431946	290	8	13	00	0e	00	14	80	0e	80
0.434607	180	6	a0	17	ff	e8	a0	00
0.439959	110	8	02	1f	f6	14	00	19	14	00
0.440194	120	8	00	32	93	2e	15	4e	70	00
0.441484	140	8	83	03	20	fc	dd	00	00	00
0.441714	280	8	03	93	03	93	03	8d	03	90
0.441904	383	5	2c	00	00	40	ff
0.444614	180	6	a0	1d	ff	e8	aa	00
0.449911	110	8	02	20	06	14	00	19	14	00
0.450145	120	8	00	32	93	2e	15	4e	70	00
0.451481	140	8	80	03	20	fc	e0	00	00	00
0.451720	280	8	03	95	03	95	03	8f	03	91
0.454675	180	6	a0	03	ff	e8	b4	00
0.459918	110	8	02	20	06	14	00	19	14	00
0.460153	120	8	00	32	93	2e	15	4e	70	00
0.460396	1a0	8	00	0c	30	61	00	00	00	00
0.461484	140	8	81	03	20	fc	df	00	00	00
0.461710	280	8	03	93	03	94	03	90	03	90
0.464593	180	6	a0	09	ff	e8	be	00
0.470003	110	8	02	1f	fa	14	00	19	14	00
0.470235	120	8	00	32	a3	2e	15	4e	70	00
0.470496	301	8	00	00	19	00	00	51	03	00
0.471475	140	8	82	03	20	fc	de	00	00	00
0.471705	280	8	03	93	03	92	03	94	03	8f
0.474596	180	6	a0	7f	ff	e8	c8	00
0.479992	110	8	02	20	05	14	00	19	14	00
0.480226	120	8	00	32	a3	2e	15	4e	70	00
0.481481	140	8	83	03	20	fc	dd	00	00	00
0.481705	280	8	03	93	03	92	03	93	03	92
0.484563	380	8	30	ba	5e	00	c3	fb	00	00
0.484788	180	6	a0	65	ff	e8	d2	00
0.485057	381	8	09	7f	00	a0	02	6a	00	04
0.489971	110	8	02	20	05	14	00	19	14	00
0.490207	410	8	00	0d	84	39	9c	3a	1a	00
0.490439	120	8	00	32	a3	2e	15	4e	70	00
0.491482	140	8	80	03	20	fc	e0	00	00	00
0.491707	280	8	03	94	03	91	03	8f	03	93
0.494593	180	6	a0	6b	ff	e8	dc	00
0.499998	110	8	02	1f	f8	14	00	19	14	00
0.500236	300	8	00	03	00	90	00	46	1c	01
0.500468	120	8	00	32	a3	2e	15	4e	70	00
0.501482	140	8	81	03	20	fc	df	00	00	00
0.501710	280	8	03	94	03	94	03	8e	03	8d
0.504609	180	6	a0	51	ff	e8	e6	00
0.509984	110	8	02	20	03	14	00	19	14	00
0.510214	120	8	00	32	b3	2e	15	4e	70	00
0.510457	1a0	8	00	0c	30	61	00	00	00	00
0.511496	140	8	82	03	20	fc	de	00	00	00
0.511723	280	8	03	94	03	93	03	91	03	8b
0.514592	180	6	a0	47	ff	e8	f0	00
0.519990	110	8	02	20	03	14	00	19	14	00
0.520223	120	8	00	32	b3	2e	15	4e	70	00
0.521486	140	8	83	03	20	fc	dd	00	00	00
0.521712	280	8	03	92	03	94	03	93	03	8c
0.524596	180	6	a0	4d	ff	e8	fa	00
0.529963	110	8	02	1f	f2	14	00	19	14	00
0.530194	120	8	00	32	b3	2e	15	4e	70	00
0.531484	140	8	80	03	20	fc	e0	00	00	00
0.531711	280	8	03	93	03	8f	03	8f	03	91
0.531952	290	8	13	00	0e	00	14	80	0f	00
0.534610	180	6	a0	b3	ff	e8	04	00
0.539952	110	8	02	1f	fa	14	00	19	14	00
0.540183	120	8	00	32	b3	2e	15	4e	70	00
0.541489	140	8	81	03	20	fc	df	00	00	00
0.541715	280	8	03	95	03	93	03	90	03	92
0.541909	383	5	2c	00	00	40	ff
0.544620	180	6	a0	b9	ff	e8	0e	00
0.549884	110	8	02	1f	fa	14	00	19	14	00
0.550117	120	8	00	32	b3	2e	15	4e	70	00
0.551475	140	8	82	03	20	fc	de	00	00	00
0.551705	280	8	03	95	03	92	03	92	03	94
0.554674	180	6	a0	af	ff	e8	18	00
0.559948	110	8	02	1f	ee	14	00	18	14	00
0.560164	120	8	00	32	c3	2e	15	4e	70	00
0.560407	1a0	8	00	0c	30	61	00	00	00	00
0.561479	140	8	83	03	20	fc	dd	00	00	00
0.561706	280	8	03	93	03	93	03	95	03	93
0.564595	180	6	a0	95	ff	e8	22	00
0.569903	110	8	02	1f	f3	14	00	18	14	00
0.570135	120	8	00	32	b3	2e	15	4e	70	00
0.570379	301	8	00	00	19	00	00	51	03	00
0.571497	140	8	80	03	20	fc	e0	00	00	00
0.571722	280	8	03	91	03	93	03	93	03	94
0.574595	180	6	a0	9b	ff	e8	2c	00
0.580539	110	8	02	1f	df	14	00	18	14	00
0.580771	120	8	00	32	b3	2e	15	4e	70	00
0.581484	140	8	81	03	20	fc	df	00	00	00
0.581713	280	8	03	92	03	8f	03	93	03	95
0.584617	380	8	60	ba	5e	00	c3	fb	00	00
0.584839	180	6	a0	81	ff	e8	36	00
0.585087	381	8	09	7f	00	a0	02	6a	00	04
0.585308	440	6	1c	0b	06	00	00	00
0.585531	4a0	6	00	00	8f	ef	00	00
0.585751	531	6	03	00	28	01	01	00
0.589927	110	8	02	1f	df	14	00	18	14	00
0.590163	410	8	00	0d	7d	39	9c	3a	98	00
0.590396	120	8	00	32	b3	2e	15	4e	70	00
0.591492	140	8	82	03	20	fc	de	00	00	00
0.591714	280	8	03	93	03	94	03	91	03	8e
0.594611	180	6	a0	f7	ff	e8	40	00
0.599990	110	8	02	1f	e6	14	00	18	14	00
0.600228	300	8	00	03	00	90	00	46	1d	01
0.600462	120	8	00	32	b3	2e	15	4e	70	00
0.601485	140	8	83	03	20	fc	dd	00	00	00
0.601716	280	8	03	95	03	93	03	92	03	8b
0.604639	180	6	a0	fd	ff	e8	4a	00
0.610546	110	8	02	1f	d7	14	00	18	14	00
0.610776	120	8	00	32	b3	2e	15	4e	70	00
0.611020	1a0	8	00	0c	30	61	00	00	00	00
0.611480	140	8	80	03	20	fc	e0	00	00	00
0.611711	280	8	03	94	03	93	03	93	03	8e
0.614596	180	6	a0	e3	ff	e8	54	00
0.619986	110	8	02	1f	d7	14	00	18	14	00
0.620208	120	8	00	32	b3	2e	15	4e	70	00
0.621482	140	8	81	03	20	fc	df	00	00	00
0.621712	280	8	03	92	03	91	03	92	03	93
0.624596	180	6	a0	e9	ff	e8	5e	00
0.629975	110	8	02	1f	dc	14	00	18	14	00
0.630208	120	8	00	32	b3	2e	15	4e	70	00
0.631487	140	8	82	03	20	fc	de	00	00	00
0.631718	280	8	03	94	03	91	03	8f	03	91
0.631957	290	8	13	80	0e	80	14	80	0f	00
0.634612	180	6	a0	df	ff	e8	68	00
0.640632	110	8	02	1f	cb	14	00	18	14	00
0.640859	120	8	00	32	b3	2e	15	4e	70	00
0.641478	140	8	83	03	20	fc	dd	00	00	00
0.641714	280	8	03	92	03	92	03	90	03	90
0.641902	383	5	2c	00	00	40	ff
0.644617	180	6	a0	c5	ff	e8	72	00
0.649956	110	8	02	1f	cb	14	00	18	14	00
0.650189	120	8	00	32	b3	2e	15	4e	70	00
0.651465	140	8	80	03	20	fc	e0	00	00	00
0.651699	280	8	03	91	03	92	03	8f	03	8f
0.654676	180	6	a0	cb	ff	e8	7c	00
0.659999	110	8	02	1f	d2	14	00	18	14	00
0.660231	120	8	00	32	b3	2e	15	4e	70	00
0.660477	1a0	8	00	0c	30	61	00	00	00	00
0.661476	140	8	81	03	20	fc	df	00	00	00
0.661712	280	8	03	91	03	90	03	8f	03	90
0.664594	180	6	a0	31	ff	e8	86	00
0.670019	110	8	02	1f	c5	14	00	18	14	00
0.670254	120	8	00	32	b3	2e	15	4e	70	00
0.670501	301	8	00	00	19	00	00	51	03	00
0.671469	140	8	82	03	20	fc	de	00	00	00
0.671705	280	8	03	8f	03	90	03	8f	03	95
0.674597	180	6	a0	27	ff	e8	90	00
0.679933	110	8	02	1f	c5	15	05	18	15	00
0.680163	120	8	00	32	b3	2f	15	4e	70	00
0.680403	510	8	04	7e	36	27	00	00	00	00
0.681479	140	8	83	03	20	fc	dd	00	00	00
0.681714	280	8	03	8e	03	8f	03	8e	03	8c
0.684585	380	8	b0	ba	5e	00	c3	fb	00	00
0.684788	180	6	a0	2d	ff	e8	9a	00
0.685058	381	8	09	7f	00	a0	02	6a	00	04
0.689950	110	8	02	1f	d2	15	00	18	15	00
0.690186	410	8	00	0d	75	3a	1a	3a	98	00
0.690416	120	8	00	32	b3	31	15	4e	70	00
0.691487	140	8	80	03	20	fc	e0	00	00	00
0.691710	280	8	03	93	03	91	03	92	03	8b
0.694600	180	6	a0	13	ff	e8	a4	00
0.699922	110	8	02	1f	c4	16	05	18	16	00
0.700162	300	8	00	03	00	90	00	46	1f	01
0.700394	120	8	00	32	a3	33	15	4e	70	00
0.701495	140	8	81	03	20	fc	df	00	00	00
0.701704	280	8	03	91	03	91	03	8e	03	8c
0.704612	180	6	a0	19	ff	e8	ae	00
0.709925	110	8	02	1f	c4	16	00	18	16	00
0.710161	120	8	00	32	a3	34	15	4e	70	00
0.710404	1a0	8	00	0c	30	61	00	00	00	00
0.711479	140	8	82	03	20	fc	de	00	00	00
0.711705	280	8	03	93	03	90	03	8f	03	8e
0.714597	180	6	a0	0f	ff	e8	b8	00
0.720029	110	8	02	1f	d4	17	05	18	17	00
0.720262	120	8	00	32	a3	36	15	4e	70	00
0.721484	140	8	83	03	20	fc	dd	00	00	00
0.721712	280	8	03	91	03	90	03	90	03	8e
0.724595	180	6	a0	75	ff	e8	c2	00
0.729978	110	8	02	1f	c9	18	05	18	18	00
0.730211	120	8	00	32	a3	38	15	4e	70	00
0.731470	140	8	80	03	20	fc	e0	00	00	00
0.731704	280	8	03	91	03	90	03	8f	03	8c
0.731947	290	8	13	80	0e	80	15	00	0f	80
0.734610	180	6	a0	7b	ff	e8	cc	00
0.739980	110	8	02	1f	c9	1a	05	18	1a	00
0.740207	120	8	00	32	a3	39	15	4e	70	00
0.741483	140	8	81	03	20	fc	df	00	00	00
0.741708	280	8	03	91	03	90	03	8c	03	88
0.741898	383	5	2c	00	00	40	ff
0.744704	180	6	a0	61	ff	e8	d6	00
0.750009	110	8	02	1f	d6	1a	00	19	1a	00
0.750201	120	8	00	32	a3	3b	15	4e	70	00
0.751474	140	8	82	03	20	fc	de	00	00	00
0.751714	280	8	03	90	03	90	03	90	03	8c
0.754677	180	6	a0	57	ff	e8	e0	00
0.759999	110	8	02	1f	c9	1b	05	19	1b	00
0.760224	120	8	00	32	a3	3d	15	4e	70	00
0.760468	1a0	8	00	0c	30	61	00	00	00	00
0.761473	140	8	83	03	20	fc	dd	00	00	00
0.761708	280	8	03	90	03	8d	03	93	03	8e
0.764595	180	6	a0	5d	ff	e8	ea	00
0.769981	110	8	02	1f	c9	1b	00	1a	1b	00
0.770215	120	8	00	32	a3	40	15	4e	70	00
0.770459	301	8	00	00	19	00	00	51	03	00
0.771480	140	8	80	03	20	fc	e0	00	00	00
0.771713	280	8	03	90	03	8f	03	97	03	8c
0.774600	180	6	a0	43	ff	e8	f4	00
0.779979	110	8	02	1f	d5	1c	05	1b	1c	00
0.780210	120	8	00	32	b3	43	15	4e	70	00
0.781481	140	8	81	03	20	fc	df	00	00	00
0.781719	280	8	03	8e	03	93	03	8e	03	8b
0.784571	380	8	e0	ba	5e	00	c3	fb	00	00
0.784789	180	6	a0	49	ff	e8	fe	00
0.785060	381	8	09	7f	00	a0	02	6a	00	04
0.789959	110	8	02	1f	cc	1c	00	1d	1c	00
0.790196	410	8	00	0d	79	3a	1a	3b	16	00
0.790429	120	8	00	32	b3	46	15	4e	70	00
0.791481	140	8	82	03	20	fc	de	00	00	00
0.791713	280	8	03	91	03	91	03	8f	03	8f
0.794604	180	6	a0	bf	ff	e8	08	00
0.799912	110	8	02	1f	cc	1d	05	1e	1d	00
0.800153	300	8	00	03	00	90	00	46	20	01
0.800391	120	8	00	32	b3	4b	15	4e	70	00
0.801475	140	8	83	03	20	fc	dd	00	00	00
0.801710	280	8	03	91	03	90	03	8e	03	91
0.804615	180	6	a0	a5	ff	e8	12	00
0.809916	110	8	02	1f	de	1d	00	1f	1d	00
0.810150	120	8	00	32	e3	50	15	4e	70	00
0.810393	1a0	8	00	0c	30	61	00	00	00	00
0.811483	140	8	80	03	20	fc	e0	00	00	00
0.811723	280	8	03	91	03	90	03	90	03	8f
0.814601	180	6	a0	ab	ff	e8	1c	00
0.819907	110	8	02	1f	d2	1d	00	20	1d	00
0.820144	120	8	00	33	03	54	15	4e	70	00
0.821466	140	8	81	03	20	fc	df	00	00	00
0.821702	280	8	03	91	03	90	03	92	03	8f
0.824601	180	6	a0	91	ff	e8	26	00
0.830515	110	8	02	1f	e3	1e	05	22	1e	00
0.830751	120	8	00	33	03	59	15	4e	70	00
0.831473	140	8	82	03	20	fc	de	00	00	00
0.831710	280	8	03	90	03	90	03	8e	03	8e
0.831953	290	8	13	80	0e	80	15	00	0f	80
0.834621	180	6	a0	87	ff	e8	30	00
0.840012	110	8	02	1f	e3	1e	00	21	1e	00
0.840246	120	8	00	33	33	59	15	4e	70	00
0.841484	140	8	83	03	20	fc	dd	00	00	00
0.841712	280	8	03	91	03	8e	03	8d	03	91
0.841902	383	5	2c	00	00	40	ff
0.844621	180	6	a0	8d	ff	e8	3a	00
0.849972	110	8	02	1f	dd	1f	05	21	1f	00
0.850206	120	8	00	33	73	5d	15	4e	80	00
0.851478	140	8	80	03	20	fc	e0	00	00	00
0.851710	280	8	03	92	03	8f	03	8e	03	8c
0.854681	180	6	a0	f3	ff	e8	44	00
0.860523	110	8	02	1f	f0	1f	00	21	1f	00
0.860756	120	8	00	33	73	5d	15	4e	80	00
0.861000	1a0	8	00	0c	30	61	00	00	00	00
0.861477	140	8	81	03	20	fc	df	00	00	00
0.861709	280	8	03	91	03	8c	03	8f	03	8c
0.864685	180	6	a0	f9	ff	e8	4e	00
0.870009	110	8	02	1f	f0	1f	00	21	1f	00
0.870246	120	8	00	33	a3	5d	15	4e	80	00
0.870489	301	8	00	00	19	00	00	51	03	00
0.871493	140	8	82	03	20	fc	de	00	00	00
0.871714	280	8	03	92	03	91	03	8a	03	8d
0.874600	180	6	a0	ef	ff	e8	58	00
0.880017	110	8	02	1f	e7	20	05	23	20	00
0.880253	120	8	00	33	d3	62	15	4e	80	00
0.881485	140	8	83	03	20	fc	dd	00	00	00
0.881714	280	8	03	92	03	8f	03	88	03	8a
0.884571	380	8	30	ba	5e	00	c3	fb	00	00
0.884789	180	6	a0	d5	ff	e8	62	00
0.885065	381	8	09	7f	00	a0	02	74	00	04
